5/19/2006,Over the Hedge,80000000.00,155019340.00
6/21/2002,Lilo & Stitch,80000000.00,145771527.00
5/8/1998,Deep Impact,80000000.00,140300426.00
7/12/2013,Grown Ups 2,80000000.00,133668525.00
12/16/2011,Alvin and the Chipmunks: Chipwrecked,80000000.00,133107389.00
6/20/2008,Get Smart,80000000.00,130319208.00
3/11/2005,Robots,80000000.00,128200012.00
2/19/2010,Shutter Island,80000000.00,128012934.00
12/12/2003,Something's Gotta Give,80000000.00,124685242.00
11/26/2008,Four Christmases,80000000.00,120146040.00
9/25/2015,Hotel Transylvania 2,80000000.00,116942033.00
6/27/1997,Face/Off,80000000.00,112273211.00
12/25/2008,Bedtime Stories,80000000.00,110101975.00
7/12/2002,The Road to Perdition,80000000.00,104054514.00
2/11/2011,Just Go With It,80000000.00,103028109.00
2/14/2003,Daredevil,80000000.00,102543518.00
9/26/2008,Eagle Eye,80000000.00,101440743.00
6/6/1997,Con Air,80000000.00,101087161.00
12/17/2010,Yogi Bear,80000000.00,100246011.00
12/25/2003,Cold Mountain,80000000.00,95632614.00
1/15/2010,The Book of Eli,80000000.00,94835059.00
11/26/1997,Flubber,80000000.00,92969824.00
7/23/1999,The Haunting,80000000.00,91188905.00
11/15/1996,Space Jam,80000000.00,90443603.00
10/17/2014,Fury,80000000.00,85755593.00
2/10/2006,The Pink Panther,80000000.00,82226474.00
7/8/2011,Zookeeper,80000000.00,80360866.00
12/12/2008,The Day the Earth Stood Still,80000000.00,79366978.00
8/8/1997,Conspiracy Theory,80000000.00,76081498.00
6/12/1998,Six Days Seven Nights,80000000.00,74292149.00
5/24/2002,Spirit: Stallion of the Cimarron,80000000.00,73215310.00
6/8/2001,Swordfish,80000000.00,69772969.00
4/3/1998,Lost In Space,80000000.00,69102910.00
7/30/2004,The Manchurian Candidate,80000000.00,65948711.00
11/22/2006,Déjà Vu,80000000.00,64038616.00
6/24/2005,Bewitched,80000000.00,62252415.00
1/1/2000,Fantasia 2000 (IMAX),80000000.00,60507228.00
3/8/2002,The Time Machine,80000000.00,56684819.00
10/2/1998,What Dreams May Come,80000000.00,55350897.00
12/25/1998,Mighty Joe Young,80000000.00,50628009.00
10/28/2005,The Legend of Zorro,80000000.00,45356386.00
11/10/2000,Little Nicky,80000000.00,39442871.00
9/25/2009,Surrogates,80000000.00,38577772.00
6/8/2001,Evolution,80000000.00,38311134.00
8/26/2005,The Brothers Grimm,80000000.00,37899638.00
12/13/1996,Mars Attacks!,80000000.00,37754208.00
4/14/2006,The Wild,80000000.00,37384046.00
12/20/2013,Walking with Dinosaurs,80000000.00,36076121.00
12/22/2000,Thirteen Days,80000000.00,34566746.00
12/6/1996,Daylight,80000000.00,32885565.00
2/21/2014,Pompeii,80000000.00,23169033.00
5/12/2000,Battlefield Earth: A Saga of the Year 3000,80000000.00,21471685.00
11/14/2003,Looney Tunes: Back in Action,80000000.00,20950820.00
12/18/2009,Nine,80000000.00,19676965.00
11/26/2003,Timeline,80000000.00,19480739.00
4/22/2010,Oceans,80000000.00,19422319.00
11/25/1998,Babe: Pig in the City,80000000.00,18318000.00
12/25/1997,The Postman,80000000.00,17593391.00
11/10/2000,Red Planet,80000000.00,17480890.00
12/15/2006,Arthur et les Minimoys,80000000.00,15132763.00
8/17/2007,The Invasion,80000000.00,15074191.00
